'Elapsed time','ECG ECG'
22.716,-0.069
22.718,-0.067
22.720,-0.065
22.722,-0.063
22.724,-0.063
22.726,-0.065
22.728,-0.067
22.730,-0.070
22.732,-0.072
22.734,-0.072
22.736,-0.071
22.738,-0.067
22.740,-0.062
22.742,-0.056
22.744,-0.050
22.746,-0.046
22.748,-0.044
22.750,-0.043
22.752,-0.045
22.754,-0.047
22.756,-0.050
22.758,-0.054
22.760,-0.057
22.762,-0.060
22.764,-0.063
22.766,-0.065
22.768,-0.066
22.770,-0.065
22.772,-0.063
22.774,-0.061
22.776,-0.058
22.778,-0.056
22.780,-0.055
22.782,-0.055
22.784,-0.057
22.786,-0.059
22.788,-0.060
22.790,-0.059
22.792,-0.055
22.794,-0.049
22.796,-0.045
22.798,-0.044
22.800,-0.047
22.802,-0.054
22.804,-0.062
22.806,-0.069
22.808,-0.073
22.810,-0.074
22.812,-0.073
22.814,-0.070
22.816,-0.068
22.818,-0.067
22.820,-0.066
22.822,-0.065
22.824,-0.065
22.826,-0.065
22.828,-0.066
22.830,-0.067
22.832,-0.067
22.834,-0.067
22.836,-0.065
22.838,-0.062
22.840,-0.059
22.842,-0.057
22.844,-0.056
22.846,-0.057
22.848,-0.059
22.850,-0.062
22.852,-0.066
22.854,-0.070
22.856,-0.074
22.858,-0.076
22.860,-0.077
22.862,-0.075
22.864,-0.070
22.866,-0.064
22.868,-0.057
22.870,-0.053
22.872,-0.050
22.874,-0.051
22.876,-0.052
22.878,-0.052
22.880,-0.050
22.882,-0.045
22.884,-0.038
22.886,-0.030
22.888,-0.022
22.890,-0.018
22.892,-0.016
22.894,-0.017
22.896,-0.021
22.898,-0.025
22.900,-0.028
22.902,-0.030
22.904,-0.028
22.906,-0.024
22.908,-0.018
22.910,-0.010
22.912,-0.002
22.914,0.006
22.916,0.011
22.918,0.013
22.920,0.010
22.922,0.003
22.924,-0.008
22.926,-0.020
22.928,-0.032
22.930,-0.043
22.932,-0.052
22.934,-0.059
22.936,-0.065
22.938,-0.071
22.940,-0.077
22.942,-0.081
22.944,-0.083
22.946,-0.083
22.948,-0.080
22.950,-0.078
22.952,-0.076
22.954,-0.077
22.956,-0.079
22.958,-0.083
22.960,-0.087
22.962,-0.088
22.964,-0.087
22.966,-0.083
22.968,-0.077
22.970,-0.070
22.972,-0.064
22.974,-0.059
22.976,-0.056
22.978,-0.056
22.980,-0.058
22.982,-0.063
22.984,-0.069
22.986,-0.076
22.988,-0.081
22.990,-0.081
22.992,-0.075
22.994,-0.060
22.996,-0.037
22.998,-0.011
23.000,0.016
23.002,0.039
23.004,0.056
23.006,0.068
23.008,0.075
23.010,0.083
23.012,0.096
23.014,0.118
23.016,0.150
23.018,0.188
23.020,0.224
23.022,0.251
23.024,0.259
23.026,0.245
23.028,0.209
23.030,0.158
23.032,0.097
23.034,0.036
23.036,-0.022
23.038,-0.070
23.040,-0.107
23.042,-0.130
23.044,-0.137
23.046,-0.129
23.048,-0.111
23.050,-0.088
23.052,-0.066
23.054,-0.050
23.056,-0.043
23.058,-0.043
23.060,-0.049
23.062,-0.055
23.064,-0.061
23.066,-0.063
23.068,-0.061
23.070,-0.057
23.072,-0.052
23.074,-0.048
23.076,-0.046
23.078,-0.047
23.080,-0.049
23.082,-0.052
23.084,-0.053
23.086,-0.052
23.088,-0.049
23.090,-0.046
23.092,-0.043
23.094,-0.042
23.096,-0.042
23.098,-0.043
23.100,-0.044
23.102,-0.043
23.104,-0.040
23.106,-0.037
23.108,-0.034
23.110,-0.031
23.112,-0.031
23.114,-0.032
23.116,-0.034
23.118,-0.037
23.120,-0.039
23.122,-0.041
23.124,-0.042
23.126,-0.042
23.128,-0.041
23.130,-0.038
23.132,-0.035
23.134,-0.031
23.136,-0.027
23.138,-0.025
23.140,-0.024
23.142,-0.024
23.144,-0.025
23.146,-0.026
23.148,-0.026
23.150,-0.025
23.152,-0.022
23.154,-0.018
23.156,-0.014
23.158,-0.010
23.160,-0.007
23.162,-0.005
23.164,-0.004
23.166,-0.003
23.168,-0.001
23.170,0.001
23.172,0.004
23.174,0.007
23.176,0.008
23.178,0.009
23.180,0.010
23.182,0.010
23.184,0.011
23.186,0.013
23.188,0.015
23.190,0.018
23.192,0.021
23.194,0.024
23.196,0.028
23.198,0.031
23.200,0.035
23.202,0.039
23.204,0.042
23.206,0.045
23.208,0.048
23.210,0.052
23.212,0.056
23.214,0.061
23.216,0.065
23.218,0.070
23.220,0.074
23.222,0.079
23.224,0.083
23.226,0.088
23.228,0.092
23.230,0.096
23.232,0.098
23.234,0.100
23.236,0.100
23.238,0.101
23.240,0.103
23.242,0.107
23.244,0.112
23.246,0.118
23.248,0.123
23.250,0.126
23.252,0.126
23.254,0.123
23.256,0.119
23.258,0.116
23.260,0.116
23.262,0.117
23.264,0.120
23.266,0.122
23.268,0.123
23.270,0.121
23.272,0.118
23.274,0.114
23.276,0.111
23.278,0.108
23.280,0.104
23.282,0.096
23.284,0.085
23.286,0.071
23.288,0.056
23.290,0.042
23.292,0.032
23.294,0.025
23.296,0.021
23.298,0.018
23.300,0.013
23.302,0.006
23.304,-0.003
23.306,-0.013
23.308,-0.020
23.310,-0.026
23.312,-0.028
23.314,-0.029
23.316,-0.031
23.318,-0.033
23.320,-0.038
23.322,-0.044
23.324,-0.050
23.326,-0.055
23.328,-0.056
23.330,-0.055
23.332,-0.053
23.334,-0.052
23.336,-0.052
23.338,-0.053
23.340,-0.055
23.342,-0.055
23.344,-0.052
23.346,-0.048
23.348,-0.044
23.350,-0.043
23.352,-0.043
23.354,-0.046
23.356,-0.050
23.358,-0.053
23.360,-0.054
23.362,-0.054
23.364,-0.052
23.366,-0.051
23.368,-0.051
23.370,-0.053
23.372,-0.054
23.374,-0.054
23.376,-0.052
23.378,-0.047
23.380,-0.041
23.382,-0.034
23.384,-0.028
23.386,-0.025
23.388,-0.024
23.390,-0.024
23.392,-0.026
23.394,-0.027
23.396,-0.027
23.398,-0.027
23.400,-0.026
23.402,-0.026
23.404,-0.027
23.406,-0.028
23.408,-0.031
23.410,-0.033
23.412,-0.036
23.414,-0.039
23.416,-0.041
23.418,-0.042
23.420,-0.041
23.422,-0.039
23.424,-0.036
23.426,-0.032
23.428,-0.028
23.430,-0.025
23.432,-0.024
23.434,-0.025
23.436,-0.028
23.438,-0.032
23.440,-0.037
23.442,-0.042
23.444,-0.045
23.446,-0.047
23.448,-0.048
23.450,-0.048
23.452,-0.047
23.454,-0.046
23.456,-0.046
23.458,-0.047
23.460,-0.048
23.462,-0.049
23.464,-0.048
23.466,-0.045
23.468,-0.040
23.470,-0.033
23.472,-0.027
23.474,-0.021
23.476,-0.018
23.478,-0.018
23.480,-0.019
23.482,-0.021
23.484,-0.022
23.486,-0.022
23.488,-0.018
23.490,-0.013
23.492,-0.005
23.494,0.003
23.496,0.010
23.498,0.016
23.500,0.020
23.502,0.020
23.504,0.016
23.506,0.010
23.508,0.003
23.510,-0.002
23.512,-0.004
23.514,-0.001
23.516,0.008
23.518,0.020
23.520,0.032
23.522,0.043
23.524,0.048
23.526,0.047
23.528,0.039
23.530,0.028
23.532,0.015
23.534,0.004
23.536,-0.005
23.538,-0.011
23.540,-0.017
23.542,-0.024
23.544,-0.031
23.546,-0.040
23.548,-0.048
23.550,-0.053
23.552,-0.055
23.554,-0.055
23.556,-0.053
23.558,-0.050
23.560,-0.049
23.562,-0.049
23.564,-0.048
23.566,-0.047
23.568,-0.044
23.570,-0.041
23.572,-0.037
23.574,-0.033
23.576,-0.030
23.578,-0.028
23.580,-0.027
23.582,-0.028
23.584,-0.031
23.586,-0.036
23.588,-0.042
23.590,-0.047
23.592,-0.052
23.594,-0.055
23.596,-0.055
23.598,-0.051
23.600,-0.042
23.602,-0.028
23.604,-0.008
23.606,0.016
23.608,0.041
23.610,0.063
23.612,0.079
23.614,0.089
23.616,0.094
23.618,0.099
23.620,0.111
23.622,0.133
23.624,0.164
23.626,0.200
23.628,0.234
23.630,0.256
23.632,0.259
23.634,0.242
23.636,0.207
23.638,0.160
23.640,0.106
23.642,0.052
23.644,0.002
23.646,-0.041
23.648,-0.075
23.650,-0.097
23.652,-0.106
23.654,-0.102
23.656,-0.088
23.658,-0.069
23.660,-0.049
23.662,-0.034
23.664,-0.024
23.666,-0.021
23.668,-0.021
23.670,-0.021
23.672,-0.019
23.674,-0.015
23.676,-0.010
23.678,-0.005
23.680,-0.003
23.682,-0.005
23.684,-0.011
23.686,-0.019
23.688,-0.025
23.690,-0.029
23.692,-0.028
23.694,-0.023
23.696,-0.017
23.698,-0.010
23.700,-0.006
23.702,-0.003
23.704,-0.003
23.706,-0.005
23.708,-0.007
23.710,-0.009
23.712,-0.010
23.714,-0.010
23.716,-0.010
23.718,-0.009
23.720,-0.008
23.722,-0.007
23.724,-0.007
23.726,-0.006
23.728,-0.006
23.730,-0.007
23.732,-0.008
23.734,-0.008
23.736,-0.007
23.738,-0.003
23.740,0.003
23.742,0.011
23.744,0.018
23.746,0.023
23.748,0.025
23.750,0.024
23.752,0.020
23.754,0.016
23.756,0.013
23.758,0.012
23.760,0.013
23.762,0.015
23.764,0.019
23.766,0.022
23.768,0.024
23.770,0.026
23.772,0.028
23.774,0.030
23.776,0.034
23.778,0.038
23.780,0.043
23.782,0.048
23.784,0.052
23.786,0.055
23.788,0.056
23.790,0.056
23.792,0.055
23.794,0.054
23.796,0.053
23.798,0.052
23.800,0.050
23.802,0.049
23.804,0.049
23.806,0.051
23.808,0.054
23.810,0.058
23.812,0.062
23.814,0.066
23.816,0.071
23.818,0.075
23.820,0.080
23.822,0.086
23.824,0.092
23.826,0.098
23.828,0.103
23.830,0.107
23.832,0.111
23.834,0.114
23.836,0.117
23.838,0.120
23.840,0.121
23.842,0.121
23.844,0.122
23.846,0.125
23.848,0.130
23.850,0.137
23.852,0.144
23.854,0.150
23.856,0.153
23.858,0.152
23.860,0.149
23.862,0.146
23.864,0.143
23.866,0.142
23.868,0.141
23.870,0.141
23.872,0.139
23.874,0.137
23.876,0.134
23.878,0.130
23.880,0.127
23.882,0.123
23.884,0.119
23.886,0.113
23.888,0.107
23.890,0.100
23.892,0.092
23.894,0.085
23.896,0.078
23.898,0.070
23.900,0.061
23.902,0.052
23.904,0.042
23.906,0.033
23.908,0.024
23.910,0.016
23.912,0.009
23.914,0.001
23.916,-0.006
23.918,-0.012
23.920,-0.018
23.922,-0.023
23.924,-0.027
23.926,-0.030
23.928,-0.034
23.930,-0.037
23.932,-0.040
23.934,-0.043
23.936,-0.046
23.938,-0.048
23.940,-0.048
23.942,-0.048
23.944,-0.048
23.946,-0.047
23.948,-0.046
23.950,-0.047
23.952,-0.048
23.954,-0.050
23.956,-0.052
23.958,-0.054
23.960,-0.053
23.962,-0.052
23.964,-0.050
23.966,-0.049
23.968,-0.047
23.970,-0.046
23.972,-0.044
23.974,-0.040
23.976,-0.035
23.978,-0.029
23.980,-0.024
23.982,-0.021
23.984,-0.022
23.986,-0.025
23.988,-0.029
23.990,-0.033
23.992,-0.036
23.994,-0.036
23.996,-0.034
23.998,-0.032
24.000,-0.030
24.002,-0.028
24.004,-0.026
24.006,-0.024
24.008,-0.021
24.010,-0.018
24.012,-0.015
24.014,-0.015
24.016,-0.016
24.018,-0.019
24.020,-0.023
24.022,-0.027
24.024,-0.030
24.026,-0.031
24.028,-0.030
24.030,-0.028
24.032,-0.025
24.034,-0.022
24.036,-0.020
24.038,-0.020
24.040,-0.021
24.042,-0.024
24.044,-0.030
24.046,-0.036
24.048,-0.041
24.050,-0.045
24.052,-0.045
24.054,-0.043
24.056,-0.039
24.058,-0.034
24.060,-0.031
24.062,-0.030
24.064,-0.031
24.066,-0.033
24.068,-0.036
24.070,-0.039
24.072,-0.042
24.074,-0.045
24.076,-0.048
24.078,-0.050
24.080,-0.052
24.082,-0.052
24.084,-0.050
24.086,-0.047
24.088,-0.044
24.090,-0.042
24.092,-0.043
24.094,-0.045
24.096,-0.049
24.098,-0.051
24.100,-0.052
24.102,-0.049
24.104,-0.043
24.106,-0.036
24.108,-0.028
24.110,-0.021
24.112,-0.016
24.114,-0.013
24.116,-0.011
24.118,-0.010
24.120,-0.008
24.122,-0.005
24.124,0.000
24.126,0.005
24.128,0.010
24.130,0.013
24.132,0.014
24.134,0.011
24.136,0.006
24.138,0.001
24.140,-0.003
24.142,-0.004
24.144,-0.001
24.146,0.005
24.148,0.014
24.150,0.022
24.152,0.028
24.154,0.031
24.156,0.032
24.158,0.030
24.160,0.026
24.162,0.021
24.164,0.016
24.166,0.008
24.168,-0.001
24.170,-0.012
24.172,-0.024
24.174,-0.035
24.176,-0.045
24.178,-0.051
24.180,-0.055
24.182,-0.057
24.184,-0.057
24.186,-0.057
24.188,-0.056
24.190,-0.054
24.192,-0.052
24.194,-0.050
24.196,-0.049
24.198,-0.048
24.200,-0.048
24.202,-0.048
24.204,-0.048
24.206,-0.046
24.208,-0.044
24.210,-0.041
24.212,-0.040
24.214,-0.039
24.216,-0.041
24.218,-0.045
24.220,-0.050
24.222,-0.056
24.224,-0.060
24.226,-0.063
24.228,-0.060
24.230,-0.052
24.232,-0.036
24.234,-0.015
24.236,0.009
24.238,0.032
24.240,0.052
24.242,0.066
24.244,0.073
24.246,0.076
24.248,0.080
24.250,0.090
24.252,0.110
24.254,0.143
24.256,0.186
24.258,0.231
24.260,0.269
24.262,0.291
24.264,0.290
24.266,0.265
24.268,0.219
24.270,0.161
24.272,0.096
24.274,0.033
24.276,-0.023
24.278,-0.069
24.280,-0.100
24.282,-0.115
24.284,-0.114
24.286,-0.101
24.288,-0.081
24.290,-0.060
24.292,-0.043
24.294,-0.035
24.296,-0.033
24.298,-0.038
24.300,-0.044
24.302,-0.049
24.304,-0.050
24.306,-0.047
24.308,-0.042
24.310,-0.036
24.312,-0.033
24.314,-0.033
24.316,-0.037
24.318,-0.043
24.320,-0.049
24.322,-0.053
24.324,-0.054
24.326,-0.051
24.328,-0.049
24.330,-0.046
24.332,-0.046
24.334,-0.046
24.336,-0.048
24.338,-0.048
24.340,-0.047
24.342,-0.045
24.344,-0.043
24.346,-0.040
24.348,-0.037
24.350,-0.034
24.352,-0.030
24.354,-0.026
24.356,-0.022
24.358,-0.021
24.360,-0.022
24.362,-0.025
24.364,-0.029
24.366,-0.032
24.368,-0.033
24.370,-0.032
24.372,-0.030
24.374,-0.028
24.376,-0.026
24.378,-0.024
24.380,-0.020
24.382,-0.016
24.384,-0.012
24.386,-0.007
24.388,-0.004
24.390,-0.000
24.392,0.003
24.394,0.006
24.396,0.008
24.398,0.008
24.400,0.004
24.402,-0.003
24.404,-0.012
24.406,-0.020
24.408,-0.023
24.410,-0.021
24.412,-0.015
24.414,-0.005
24.416,0.004
24.418,0.011
24.420,0.014
24.422,0.016
24.424,0.016
24.426,0.017
24.428,0.018
24.430,0.019
24.432,0.020
24.434,0.020
24.436,0.019
24.438,0.020
24.440,0.022
24.442,0.027
24.444,0.036
24.446,0.047
24.448,0.057
24.450,0.065
24.452,0.070
24.454,0.073
24.456,0.074
24.458,0.076
24.460,0.080
24.462,0.085
24.464,0.091
24.466,0.096
24.468,0.098
24.470,0.099
24.472,0.100
24.474,0.101
24.476,0.104
24.478,0.109
24.480,0.114
24.482,0.118
24.484,0.120
24.486,0.121
24.488,0.121
24.490,0.122
24.492,0.125
24.494,0.130
24.496,0.134
24.498,0.137
24.500,0.137
24.502,0.135
24.504,0.132
24.506,0.129
24.508,0.126
24.510,0.123
24.512,0.119
24.514,0.114
24.516,0.107
24.518,0.100
24.520,0.093
24.522,0.085
24.524,0.077
24.526,0.067
24.528,0.056
24.530,0.044
24.532,0.031
24.534,0.020
24.536,0.011
24.538,0.005
24.540,0.002
24.542,-0.001
24.544,-0.004
24.546,-0.008
24.548,-0.013
24.550,-0.020
24.552,-0.028
24.554,-0.036
24.556,-0.043
24.558,-0.050
24.560,-0.055
24.562,-0.057
24.564,-0.058
24.566,-0.056
24.568,-0.053
24.570,-0.051
24.572,-0.051
24.574,-0.052
24.576,-0.055
24.578,-0.058
24.580,-0.060
24.582,-0.060
24.584,-0.057
24.586,-0.054
24.588,-0.052
24.590,-0.052
24.592,-0.053
24.594,-0.056
24.596,-0.058
24.598,-0.059
24.600,-0.059
24.602,-0.058
24.604,-0.057
24.606,-0.056
24.608,-0.053
24.610,-0.050
24.612,-0.044
24.614,-0.038
24.616,-0.032
24.618,-0.029
24.620,-0.030
24.622,-0.035
24.624,-0.042
24.626,-0.048
24.628,-0.053
24.630,-0.054
24.632,-0.053
24.634,-0.049
24.636,-0.046
24.638,-0.043
24.640,-0.043
24.642,-0.044
24.644,-0.046
24.646,-0.048
24.648,-0.049
24.650,-0.049
24.652,-0.047
24.654,-0.044
24.656,-0.041
24.658,-0.038
24.660,-0.035
24.662,-0.034
24.664,-0.033
24.666,-0.033
24.668,-0.035
24.670,-0.038
24.672,-0.042
24.674,-0.045
24.676,-0.046
24.678,-0.046
24.680,-0.045
24.682,-0.044
24.684,-0.045
24.686,-0.047
24.688,-0.051
24.690,-0.055
24.692,-0.059
24.694,-0.061
24.696,-0.062
24.698,-0.062
24.700,-0.059
24.702,-0.054
24.704,-0.047
24.706,-0.040
24.708,-0.035
24.710,-0.033
24.712,-0.035
24.714,-0.041
24.716,-0.048
24.718,-0.055
24.720,-0.059
24.722,-0.061
24.724,-0.061
24.726,-0.060
24.728,-0.058
24.730,-0.057
24.732,-0.057
24.734,-0.057
24.736,-0.058
24.738,-0.059
24.740,-0.061
24.742,-0.063
24.744,-0.065
24.746,-0.066
24.748,-0.066
24.750,-0.063
24.752,-0.060
24.754,-0.056
24.756,-0.053
24.758,-0.052
24.760,-0.053
24.762,-0.056
24.764,-0.058
24.766,-0.059
24.768,-0.058
24.770,-0.055
24.772,-0.051
24.774,-0.045
24.776,-0.040
24.778,-0.034
24.780,-0.029
24.782,-0.022
24.784,-0.014
24.786,-0.007
24.788,-0.001
24.790,0.001
24.792,-0.000
24.794,-0.006
24.796,-0.015
24.798,-0.022
24.800,-0.024
24.802,-0.021
24.804,-0.011
24.806,0.003
24.808,0.018
24.810,0.031
24.812,0.039
24.814,0.042
24.816,0.041
24.818,0.037
24.820,0.030
24.822,0.020
24.824,0.008
24.826,-0.006
24.828,-0.021
24.830,-0.035
24.832,-0.046
24.834,-0.053
24.836,-0.056
24.838,-0.056
24.840,-0.053
24.842,-0.050
24.844,-0.049
24.846,-0.050
24.848,-0.053
24.850,-0.057
24.852,-0.060
24.854,-0.061
24.856,-0.061
24.858,-0.059
24.860,-0.056
24.862,-0.054
24.864,-0.053
24.866,-0.053
24.868,-0.053
24.870,-0.055
24.872,-0.056
24.874,-0.056
24.876,-0.057
24.878,-0.058
24.880,-0.060
24.882,-0.062
24.884,-0.063
24.886,-0.060
24.888,-0.053
24.890,-0.039
24.892,-0.020
24.894,0.003
24.896,0.027
24.898,0.047
24.900,0.062
24.902,0.072
24.904,0.080
24.906,0.089
24.908,0.106
24.910,0.133
24.912,0.170
24.914,0.214
24.916,0.257
24.918,0.290
24.920,0.307
24.922,0.303
24.924,0.278
24.926,0.236
24.928,0.183
24.930,0.124
24.932,0.064
24.934,0.008
24.936,-0.040
24.938,-0.076
24.940,-0.097
24.942,-0.101
24.944,-0.092
24.946,-0.073
24.948,-0.053
24.950,-0.036
24.952,-0.028
24.954,-0.027
24.956,-0.031
24.958,-0.036
24.960,-0.040
24.962,-0.041
24.964,-0.039
24.966,-0.036
24.968,-0.034
24.970,-0.032
24.972,-0.032
24.974,-0.033
24.976,-0.035
24.978,-0.035
24.980,-0.034
24.982,-0.032
24.984,-0.029
24.986,-0.026
24.988,-0.024
24.990,-0.023
24.992,-0.024
24.994,-0.026
24.996,-0.028
24.998,-0.029
25.000,-0.027
25.002,-0.024
25.004,-0.020
25.006,-0.016
25.008,-0.013
25.010,-0.012
25.012,-0.014
25.014,-0.018
25.016,-0.022
25.018,-0.025
25.020,-0.027
25.022,-0.026
25.024,-0.023
25.026,-0.019
25.028,-0.015
25.030,-0.011
25.032,-0.008
25.034,-0.005
25.036,-0.003
25.038,-0.002
25.040,-0.002
25.042,-0.003
25.044,-0.004
25.046,-0.005
25.048,-0.005
25.050,-0.004
25.052,-0.002
25.054,0.001
25.056,0.003
25.058,0.003
25.060,0.003
25.062,0.001
25.064,-0.001
25.066,-0.001
25.068,-0.000
25.070,0.003
25.072,0.008
25.074,0.014
25.076,0.020
25.078,0.024
25.080,0.026
25.082,0.026
25.084,0.025
25.086,0.025
25.088,0.026
25.090,0.030
25.092,0.035
25.094,0.042
25.096,0.047
25.098,0.051
25.100,0.054
25.102,0.056
25.104,0.058
25.106,0.060
25.108,0.063
25.110,0.065
25.112,0.066
25.114,0.066
25.116,0.067
25.118,0.068
25.120,0.070
25.122,0.075
25.124,0.081
25.126,0.087
25.128,0.094
25.130,0.100
25.132,0.106
25.134,0.111
25.136,0.115
25.138,0.120
25.140,0.124
25.142,0.128
25.144,0.131
25.146,0.133
25.148,0.134
25.150,0.133
25.152,0.131
25.154,0.128
25.156,0.127
25.158,0.126
25.160,0.126
25.162,0.126
25.164,0.126
25.166,0.124
25.168,0.122
25.170,0.118
25.172,0.115
25.174,0.112
25.176,0.110
25.178,0.108
25.180,0.104
25.182,0.096
25.184,0.085
25.186,0.071
25.188,0.056
25.190,0.042
25.192,0.031
25.194,0.022
25.196,0.016
25.198,0.011
25.200,0.005
25.202,0.000
25.204,-0.005
25.206,-0.009
25.208,-0.013
25.210,-0.018
25.212,-0.023
25.214,-0.029
25.216,-0.036
25.218,-0.042
25.220,-0.046
25.222,-0.049
25.224,-0.051
25.226,-0.053
25.228,-0.056
25.230,-0.059
25.232,-0.063
25.234,-0.066
25.236,-0.067
25.238,-0.067
25.240,-0.067
25.242,-0.065
25.244,-0.064
25.246,-0.062
25.248,-0.060
25.250,-0.059
25.252,-0.058
25.254,-0.059
25.256,-0.060
25.258,-0.062
25.260,-0.062
25.262,-0.061
25.264,-0.059
25.266,-0.055
25.268,-0.052
25.270,-0.050
25.272,-0.049
25.274,-0.049
25.276,-0.051
25.278,-0.053
25.280,-0.055
25.282,-0.057
25.284,-0.056
25.286,-0.054
25.288,-0.051
25.290,-0.047
25.292,-0.043
25.294,-0.040
25.296,-0.039
25.298,-0.039
25.300,-0.041
25.302,-0.043
25.304,-0.045
25.306,-0.047
25.308,-0.049
25.310,-0.050
25.312,-0.051
25.314,-0.051
25.316,-0.051
25.318,-0.049
25.320,-0.047
25.322,-0.044
25.324,-0.041
25.326,-0.039
25.328,-0.037
25.330,-0.037
25.332,-0.037
25.334,-0.038
25.336,-0.039
25.338,-0.042
25.340,-0.045
25.342,-0.050
25.344,-0.054
25.346,-0.057
25.348,-0.057
25.350,-0.054
25.352,-0.051
25.354,-0.047
25.356,-0.044
25.358,-0.044
25.360,-0.045
25.362,-0.046
25.364,-0.047
25.366,-0.047
25.368,-0.046
25.370,-0.045
25.372,-0.043
25.374,-0.042
25.376,-0.041
25.378,-0.040
25.380,-0.040
25.382,-0.040
25.384,-0.041
25.386,-0.044
25.388,-0.049
25.390,-0.053
25.392,-0.057
25.394,-0.057
25.396,-0.054
25.398,-0.048
25.400,-0.040
25.402,-0.035
25.404,-0.033
25.406,-0.035
25.408,-0.041
25.410,-0.050
25.412,-0.058
25.414,-0.064
25.416,-0.066
25.418,-0.065
25.420,-0.061
25.422,-0.056
25.424,-0.050
25.426,-0.046
25.428,-0.044
25.430,-0.045
25.432,-0.047
25.434,-0.051
25.436,-0.055
25.438,-0.059
25.440,-0.061
25.442,-0.061
25.444,-0.059
25.446,-0.055
25.448,-0.049
25.450,-0.041
25.452,-0.033
25.454,-0.026
25.456,-0.020
25.458,-0.018
25.460,-0.017
25.462,-0.018
25.464,-0.019
25.466,-0.017
25.468,-0.014
25.470,-0.008
25.472,-0.002
25.474,0.002
25.476,0.002
25.478,-0.001
25.480,-0.008
25.482,-0.014
25.484,-0.018
25.486,-0.016
25.488,-0.008
25.490,0.007
25.492,0.024
25.494,0.041
25.496,0.054
25.498,0.060
25.500,0.058
25.502,0.050
25.504,0.038
25.506,0.023
25.508,0.008
25.510,-0.007
25.512,-0.020
25.514,-0.031
25.516,-0.041
25.518,-0.049
25.520,-0.055
25.522,-0.059
25.524,-0.059
25.526,-0.058
25.528,-0.054
25.530,-0.049
25.532,-0.044
25.534,-0.041
25.536,-0.041
25.538,-0.042
25.540,-0.046
25.542,-0.051
25.544,-0.055
25.546,-0.057
25.548,-0.057
25.550,-0.055
25.552,-0.051
25.554,-0.047
25.556,-0.044
25.558,-0.042
25.560,-0.041
25.562,-0.041
25.564,-0.042
25.566,-0.044
25.568,-0.045
25.570,-0.046
25.572,-0.043
25.574,-0.036
25.576,-0.021
25.578,0.000
25.580,0.027
25.582,0.056
25.584,0.082
25.586,0.100
25.588,0.109
25.590,0.110
25.592,0.110
25.594,0.116
25.596,0.132
25.598,0.162
25.600,0.203
25.602,0.246
25.604,0.280
25.606,0.296
25.608,0.291
25.610,0.263
25.612,0.217
25.614,0.160
25.616,0.097
25.618,0.034
25.620,-0.023
25.622,-0.069
25.624,-0.100
25.626,-0.113
25.628,-0.108
25.630,-0.091
25.632,-0.068
25.634,-0.045
25.636,-0.029
25.638,-0.020
25.640,-0.019
25.642,-0.023
25.644,-0.029
25.646,-0.034
25.648,-0.036
25.650,-0.035
25.652,-0.031
25.654,-0.025
25.656,-0.021
25.658,-0.018
25.660,-0.017
25.662,-0.019
25.664,-0.022
25.666,-0.026
25.668,-0.028
25.670,-0.028
25.672,-0.027
25.674,-0.024
25.676,-0.020
25.678,-0.016
25.680,-0.013
25.682,-0.012
25.684,-0.011
25.686,-0.012
25.688,-0.013
25.690,-0.014
25.692,-0.014
25.694,-0.015
25.696,-0.015
25.698,-0.016
25.700,-0.016
25.702,-0.015
25.704,-0.014
25.706,-0.012
25.708,-0.010
25.710,-0.009
25.712,-0.007
25.714,-0.004
25.716,0.000
25.718,0.005
25.720,0.009
25.722,0.012
25.724,0.012
25.726,0.010
25.728,0.007
25.730,0.004
25.732,0.002
25.734,0.002
25.736,0.004
25.738,0.005
25.740,0.007
25.742,0.009
25.744,0.011
25.746,0.013
25.748,0.015
25.750,0.017
25.752,0.018
25.754,0.019
25.756,0.019
25.758,0.020
25.760,0.022
25.762,0.026
25.764,0.032
25.766,0.039
25.768,0.045
25.770,0.049
25.772,0.051
25.774,0.050
25.776,0.048
25.778,0.043
25.780,0.039
25.782,0.035
25.784,0.034
25.786,0.036
25.788,0.042
25.790,0.051
25.792,0.062
25.794,0.072
25.796,0.081
25.798,0.088
25.800,0.092
25.802,0.096
25.804,0.099
25.806,0.102
25.808,0.106
25.810,0.110
25.812,0.113
25.814,0.117
25.816,0.121
25.818,0.126
25.820,0.132
25.822,0.139
25.824,0.144
25.826,0.148
25.828,0.150
25.830,0.151
25.832,0.151
25.834,0.151
25.836,0.151
25.838,0.152
25.840,0.153
25.842,0.154
25.844,0.156
25.846,0.157
25.848,0.156
25.850,0.154
25.852,0.149
25.854,0.143
25.856,0.136
25.858,0.130
25.860,0.124
25.862,0.119
25.864,0.113
25.866,0.106
25.868,0.098
25.870,0.090
25.872,0.084
25.874,0.080
25.876,0.077
25.878,0.073
25.880,0.065
25.882,0.052
25.884,0.036
25.886,0.018
25.888,0.001
25.890,-0.013
25.892,-0.022
25.894,-0.029
25.896,-0.033
25.898,-0.037
25.900,-0.040
25.902,-0.042
25.904,-0.042
25.906,-0.041
25.908,-0.038
25.910,-0.035
25.912,-0.034
25.914,-0.035
25.916,-0.037
25.918,-0.040
25.920,-0.044
25.922,-0.046
25.924,-0.047
25.926,-0.047
25.928,-0.046
25.930,-0.045
25.932,-0.042
25.934,-0.040
25.936,-0.037
25.938,-0.035
25.940,-0.034
25.942,-0.036
